roll,sem,course_code,type,floated,offered_for_minor,fac_empid,fac_masterid,comment1,comment2
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,ME2101,CORE,1,0.0,,,,
NS,3,ME2102,CORE,1,0.0,,,,
NS,3,ME2103,CORE,1,0.0,,,,
NS,3,ME2104,CORE,1,0.0,,,,
NS,4,ME2201,CORE,1,0.0,,,,
NS,4,ME2202,CORE,1,0.0,,,,
NS,4,ME2203,CORE,1,0.0,,,,
NS,4,ME2204,CORE,1,0.0,,,,
NS,5,ME3101 ,CORE,1,0.0,,,,
NS,5,ME3102,CORE,1,0.0,,,,
NS,5,ME3103,CORE,1,0.0,,,,
NS,5,ME3104,CORE,1,0.0,,,,
NS,5,ME3105,CORE,1,0.0,,,,
NS,6,ME3201,CORE,1,0.0,,,,
NS,6,ME3202,CORE,1,0.0,,,,
NS,6,ME3203,CORE,1,0.0,,,,
NS,6,ME3204,CORE,1,0.0,,,,
NS,6,ME3205,CORE,1,0.0,,,,
NS,7,ME4198,SI,1,0.0,,,,
NS,7,MH4199 ,P1,1,0.0,,,,
NS,7,MH5101,CORE,1,0.0,,,,
NS,7,EC5152,CORE,1,0.0,,,,
NS,8,RM6201 ,RM,1,0.0,,,,
NS,8,MH520,CORE,1,0.0,,,,
NS,8,MH5202,CORE,1,0.0,,,,
NS,8,XX62PQ,MTE1,1,0.0,,,,
NS,8,MH4299,P2,1,0.0,,,,
NS,9,ME51XX/ME61XX,MTE2,1,0.0,,,,
NS,9,ME51XX/ME61XX,MTE3,1,0.0,,,,
NS,9,ME51XX/EE51XX,MTE4,1,0.0,,,,
NS,9,MH5199,P3,1,0.0,,,,
NS,10,MH5299 ,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,HS2101,CORE,1,0.0,,,,
NS,3,HS2102,CORE,1,0.0,,,,
NS,3,HS2103,CORE,1,0.0,,,,
NS,3,HS2104,CORE,1,0.0,,,,
NS,3,MA2102,CORE,1,0.0,,,,
NS,4,HS2201,CORE,1,0.0,,,,
NS,4,HS2202,CORE,1,0.0,,,,
NS,4,HS2203,CORE,1,0.0,,,,
NS,4,HS2204,E1,1,0.0,,,,
NS,5,HS3101,E2,1,0.0,,,,
NS,5,HS3102,CORE,1,0.0,,,,
NS,5,HS3103,CORE,1,0.0,,,,
NS,5,HS3104,CORE,1,0.0,,,,
NS,6,HS3201,CORE,1,0.0,,,,
NS,6,HS3202,CORE,1,0.0,,,,
NS,6,HS3203,CORE,1,0.0,,,,
NS,6,HS3204,CORE,1,0.0,,,,
NS,6,HS3205,CORE,1,0.0,,,,
NS,7,HS41**,SE1,1,0.0,,,,
NS,7,HS41**,SE2,1,0.0,,,,
NS,7,HS4198,SI,1,0.0,,,,
NS,7,HS4199,P1,1,0.0,,,,
NS,8,HS42**,SE3,1,0.0,,,,
NS,8,HS42**,SE4,1,0.0,,,,
NS,8,HS4299,P2,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
